,item,name,label
97,http://www.wikidata.org/entity/Q65022,Ellen von Unwerth,cultural representative
98,http://www.wikidata.org/entity/Q16390125,Les Sœurs Boulay,cultural representative
99,http://www.wikidata.org/entity/Q5194627,Lilium,cultural agnostic
100,http://www.wikidata.org/entity/Q3364870,rangeland,cultural agnostic
101,http://www.wikidata.org/entity/Q84199,Michael Haneke,cultural representative
102,http://www.wikidata.org/entity/Q244630,Two-Rhythm Dance,cultural representative
103,http://www.wikidata.org/entity/Q172336,chokehold,cultural agnostic
104,http://www.wikidata.org/entity/Q184452,cable television,cultural agnostic
105,http://www.wikidata.org/entity/Q911043,cross-laminated timber,cultural agnostic
106,http://www.wikidata.org/entity/Q2380474,Raleigh Studios,cultural exclusive
107,http://www.wikidata.org/entity/Q365126,Keolis Nederland,cultural exclusive
108,http://www.wikidata.org/entity/Q7257263,underwear as outerwear,cultural exclusive
109,http://www.wikidata.org/entity/Q55198,Oleksandr Dovzhenko,cultural representative
110,http://www.wikidata.org/entity/Q2618583,French Emigration,cultural exclusive
111,http://www.wikidata.org/entity/Q133485,rabbi,cultural agnostic
112,http://www.wikidata.org/entity/Q15799,Club Atlético River Plate,cultural exclusive
113,http://www.wikidata.org/entity/Q593887,Council of Government,cultural exclusive
114,http://www.wikidata.org/entity/Q593216,Constantijn Huygens Prize,cultural exclusive
115,http://www.wikidata.org/entity/Q1323870,El Ateneo Grand Splendid,cultural exclusive
116,http://www.wikidata.org/entity/Q19088,eukaryote,cultural agnostic
117,http://www.wikidata.org/entity/Q252120,Ottoman poetry,cultural representative
118,http://www.wikidata.org/entity/Q1307909,ligne claire,cultural exclusive
119,http://www.wikidata.org/entity/Q392409,freediving,cultural agnostic
120,http://www.wikidata.org/entity/Q24075,Godzilla,cultural representative
121,http://www.wikidata.org/entity/Q461,Internet Archive,cultural representative
122,http://www.wikidata.org/entity/Q502899,outlier,cultural agnostic
123,http://www.wikidata.org/entity/Q133442,city-state,cultural agnostic
124,http://www.wikidata.org/entity/Q25243,Betula,cultural agnostic
125,http://www.wikidata.org/entity/Q352664,adat,cultural agnostic
126,http://www.wikidata.org/entity/Q152311,naturism,cultural agnostic
127,http://www.wikidata.org/entity/Q42745,Rita Hayworth,cultural representative
128,http://www.wikidata.org/entity/Q616358,Prairie School architecture,cultural representative
129,http://www.wikidata.org/entity/Q390248,myth of origins,cultural agnostic
130,http://www.wikidata.org/entity/Q1807465,laufhaus,cultural agnostic
131,http://www.wikidata.org/entity/Q3080858,wagoto,cultural representative
132,http://www.wikidata.org/entity/Q125375,consecration,cultural agnostic
133,http://www.wikidata.org/entity/Q140676,rediff.com,cultural exclusive
134,http://www.wikidata.org/entity/Q1297719,French moralist,cultural agnostic
135,http://www.wikidata.org/entity/Q53121,cycling,cultural agnostic
136,http://www.wikidata.org/entity/Q507220,DARPA Grand Challenge,cultural exclusive
137,http://www.wikidata.org/entity/Q840584,Scouting for Boys,cultural representative
138,http://www.wikidata.org/entity/Q847906,online magazine,cultural agnostic
139,http://www.wikidata.org/entity/Q178743,stele,cultural agnostic
140,http://www.wikidata.org/entity/Q205543,American Football League All-Time Team,cultural exclusive
141,http://www.wikidata.org/entity/Q334451,language policy,cultural agnostic
142,http://www.wikidata.org/entity/Q43459,Ferdowsi,cultural representative
143,http://www.wikidata.org/entity/Q1280834,Bible society,cultural representative
144,http://www.wikidata.org/entity/Q59281,transitional government,cultural agnostic
145,http://www.wikidata.org/entity/Q1192,Jean-Baptiste Lully,cultural representative
146,http://www.wikidata.org/entity/Q188116,Fourteenth Amendment to the United States Constitution,cultural representative
147,http://www.wikidata.org/entity/Q6784637,Massie Wireless Station,cultural exclusive
148,http://www.wikidata.org/entity/Q2519376,jewelry designer,cultural agnostic
149,http://www.wikidata.org/entity/Q66626,Hornussen,cultural exclusive
150,http://www.wikidata.org/entity/Q665982,Posca,cultural agnostic
151,http://www.wikidata.org/entity/Q546264,beat music,cultural representative
152,http://www.wikidata.org/entity/Q495488,forage fish,cultural agnostic
153,http://www.wikidata.org/entity/Q544972,trombonist,cultural agnostic
154,http://www.wikidata.org/entity/Q693791,koto,cultural exclusive
155,http://www.wikidata.org/entity/Q254118,Holocaust Museum LA,cultural exclusive
156,http://www.wikidata.org/entity/Q19090,Robin Hood,cultural representative
157,http://www.wikidata.org/entity/Q1584013,Yakshagana,cultural agnostic
158,http://www.wikidata.org/entity/Q3275087,Hanaya Yohei,cultural representative
159,http://www.wikidata.org/entity/Q53046,Carlo Verdone,cultural representative
160,http://www.wikidata.org/entity/Q767703,breakdancer,cultural agnostic
161,http://www.wikidata.org/entity/Q93189,egg as food,cultural agnostic
162,http://www.wikidata.org/entity/Q259553,Urania,cultural exclusive
163,http://www.wikidata.org/entity/Q5276133,digital philosophy,cultural agnostic
164,http://www.wikidata.org/entity/Q239897,Joann Sfar,cultural representative
165,http://www.wikidata.org/entity/Q181283,adult comics,cultural agnostic
166,http://www.wikidata.org/entity/Q219423,mural,cultural agnostic
167,http://www.wikidata.org/entity/Q864380,biographer,cultural agnostic
168,http://www.wikidata.org/entity/Q2283231,Light-Life,cultural exclusive
169,http://www.wikidata.org/entity/Q183945,record producer,cultural agnostic
170,http://www.wikidata.org/entity/Q60233168,political historian,cultural agnostic
171,http://www.wikidata.org/entity/Q197069,Zexcs,cultural exclusive
172,http://www.wikidata.org/entity/Q670265,Eisteddfod,cultural agnostic
173,http://www.wikidata.org/entity/Q15964235,Emmenbrücke Kapf railway station,cultural exclusive
174,http://www.wikidata.org/entity/Q63036,Eduard Oscar Schmidt,cultural representative
175,http://www.wikidata.org/entity/Q225907,professional revolutionary,cultural agnostic
176,http://www.wikidata.org/entity/Q794428,entrenched river,cultural agnostic
177,http://www.wikidata.org/entity/Q874265,Stump sock,cultural agnostic
178,http://www.wikidata.org/entity/Q183308,New Age,cultural agnostic
179,http://www.wikidata.org/entity/Q11046554,tapu,cultural agnostic
180,http://www.wikidata.org/entity/Q4835874,BLUF,cultural representative
181,http://www.wikidata.org/entity/Q3565221,Wakanim,cultural exclusive
182,http://www.wikidata.org/entity/Q25326,Mollusca,cultural agnostic
183,http://www.wikidata.org/entity/Q766570,Political parties in Russia,cultural exclusive
184,http://www.wikidata.org/entity/Q3015646,Australian dance,cultural exclusive
185,http://www.wikidata.org/entity/Q49112,Yale University,cultural representative
186,http://www.wikidata.org/entity/Q895818,boy player,cultural agnostic
187,http://www.wikidata.org/entity/Q6415061,jajim,cultural representative
188,http://www.wikidata.org/entity/Q1352102,Free Cinema,cultural representative
189,http://www.wikidata.org/entity/Q579021,perfumer,cultural agnostic
190,http://www.wikidata.org/entity/Q473743,environmental art,cultural agnostic
191,http://www.wikidata.org/entity/Q824592,Berner Platte,cultural exclusive
192,http://www.wikidata.org/entity/Q264980,Equal Vision Records,cultural exclusive
193,http://www.wikidata.org/entity/Q596428,Kia ora,cultural exclusive
194,http://www.wikidata.org/entity/Q49845,mail,cultural agnostic
195,http://www.wikidata.org/entity/Q10957,Lumière Festival,cultural exclusive
196,http://www.wikidata.org/entity/Q59182,Wikov,cultural exclusive
197,http://www.wikidata.org/entity/Q3621561,starchitect,cultural agnostic
198,http://www.wikidata.org/entity/Q5503619,fried eggplant,cultural agnostic
199,http://www.wikidata.org/entity/Q5300093,double steaming,cultural agnostic
200,http://www.wikidata.org/entity/Q478804,children's anime and manga,cultural agnostic
201,http://www.wikidata.org/entity/Q119906,parallax scrolling,cultural representative
202,http://www.wikidata.org/entity/Q1466283,Sizewell nuclear power stations,cultural exclusive
203,http://www.wikidata.org/entity/Q44475,spear,cultural agnostic
204,http://www.wikidata.org/entity/Q42,Douglas Adams,cultural representative
205,http://www.wikidata.org/entity/Q150066,Pinacoteca di Brera,cultural exclusive
206,http://www.wikidata.org/entity/Q30314702,body language of dogs,cultural agnostic
207,http://www.wikidata.org/entity/Q64718,Victor Hasselblad,cultural representative
208,http://www.wikidata.org/entity/Q1469093,Rodrigo y Gabriela,cultural representative
209,http://www.wikidata.org/entity/Q4671452,terrestrial plant,cultural agnostic
210,http://www.wikidata.org/entity/Q4986688,built environment,cultural agnostic
211,http://www.wikidata.org/entity/Q78639,Max Reinhardt,cultural representative
212,http://www.wikidata.org/entity/Q329385,schottische,cultural agnostic
213,http://www.wikidata.org/entity/Q267050,Mano,cultural exclusive
214,http://www.wikidata.org/entity/Q242256,closed-circuit television,cultural agnostic
215,http://www.wikidata.org/entity/Q647584,flashing,cultural agnostic
216,http://www.wikidata.org/entity/Q2088225,Laugh-O-Gram Studio,cultural exclusive
217,http://www.wikidata.org/entity/Q366922,TEC,cultural exclusive
218,http://www.wikidata.org/entity/Q28966228,lightning rod fashion,cultural exclusive
219,http://www.wikidata.org/entity/Q55207,Nikita Mikhalkov,cultural representative
220,http://www.wikidata.org/entity/Q2635310,Mrkonjić Grad incident,cultural exclusive
221,http://www.wikidata.org/entity/Q172748,antipope,cultural agnostic
222,http://www.wikidata.org/entity/Q16320,Club Atlético Peñarol,cultural exclusive
223,http://www.wikidata.org/entity/Q597935,Communications Security Establishment Canada,cultural exclusive
224,http://www.wikidata.org/entity/Q294238,BookSpot Literatuurprijs,cultural exclusive
225,http://www.wikidata.org/entity/Q1409680,H. N. Jacobsens Bókahandil,cultural exclusive
226,http://www.wikidata.org/entity/Q25367,plankton,cultural agnostic
227,http://www.wikidata.org/entity/Q288909,Urdu poetry,cultural representative
228,http://www.wikidata.org/entity/Q516316,Young British Artists,cultural representative
229,http://www.wikidata.org/entity/Q244158,skipping rope,cultural agnostic
230,http://www.wikidata.org/entity/Q24151,Alligator II – The Mutation,cultural representative
231,http://www.wikidata.org/entity/Q565,Wikimedia Commons,cultural representative
232,http://www.wikidata.org/entity/Q442987,Hewitt,cultural agnostic
233,http://www.wikidata.org/entity/Q83020,provincial city,cultural exclusive
234,http://www.wikidata.org/entity/Q2453469,Juglans,cultural agnostic
235,http://www.wikidata.org/entity/Q189819,ritual,cultural agnostic
236,http://www.wikidata.org/entity/Q164828,Samkhya,cultural representative
237,http://www.wikidata.org/entity/Q76452,Uschi Obermaier,cultural representative
238,http://www.wikidata.org/entity/Q681188,paifang,cultural representative
239,http://www.wikidata.org/entity/Q393148,aggadah,cultural representative
240,http://www.wikidata.org/entity/Q1711275,Jugendburg,cultural agnostic
241,http://www.wikidata.org/entity/Q519926,Yubitsume,cultural agnostic
242,http://www.wikidata.org/entity/Q163560,Axel Springer SE,cultural exclusive
243,http://www.wikidata.org/entity/Q5403434,ethicist,cultural agnostic
244,http://www.wikidata.org/entity/Q167681,Vahana,cultural agnostic
245,http://www.wikidata.org/entity/Q508557,Panhellenic Games,cultural agnostic
246,http://www.wikidata.org/entity/Q85750582,Captain Cook,cultural exclusive
247,http://www.wikidata.org/entity/Q416,disk magazine,cultural agnostic
248,http://www.wikidata.org/entity/Q193475,menhir,cultural agnostic
249,http://www.wikidata.org/entity/Q191378,Z-Boys,cultural exclusive
250,http://www.wikidata.org/entity/Q751734,smoking ban,cultural agnostic
251,http://www.wikidata.org/entity/Q392,Bob Dylan,cultural representative
252,http://www.wikidata.org/entity/Q1917775,music publishing company,cultural agnostic
253,http://www.wikidata.org/entity/Q720829,open government,cultural agnostic
254,http://www.wikidata.org/entity/Q291331,Darcey Bussell,cultural representative
255,http://www.wikidata.org/entity/Q256658,stand-your-ground law,cultural agnostic
256,http://www.wikidata.org/entity/Q811095,construction of the World Trade Center,cultural exclusive
257,http://www.wikidata.org/entity/Q2707485,scenographer,cultural agnostic
258,http://www.wikidata.org/entity/Q67052,Barberêche,cultural exclusive
259,http://www.wikidata.org/entity/Q343276,Actimel,cultural representative
260,http://www.wikidata.org/entity/Q546359,doo-wop,cultural representative
261,http://www.wikidata.org/entity/Q1072742,freshwater fish,cultural agnostic
262,http://www.wikidata.org/entity/Q584301,bassist,cultural agnostic
263,http://www.wikidata.org/entity/Q1130359,loincloth,cultural agnostic
264,http://www.wikidata.org/entity/Q252800,Abbot's Palace (Oliwa),cultural exclusive
265,http://www.wikidata.org/entity/Q4447,Despicable Me,cultural representative
266,http://www.wikidata.org/entity/Q1615950,Weihnachtsmärchen,cultural representative
267,http://www.wikidata.org/entity/Q3292396,Marie Bourgeois,cultural exclusive
268,http://www.wikidata.org/entity/Q53045,Giuseppe Tornatore,cultural representative
269,http://www.wikidata.org/entity/Q969772,Free agent,cultural agnostic
270,http://www.wikidata.org/entity/Q1728977,karashi,cultural representative
271,http://www.wikidata.org/entity/Q286522,Oskar Schindler's Enamel Factory,cultural exclusive
272,http://www.wikidata.org/entity/Q7362654,Romanian philosophy,cultural exclusive
273,http://www.wikidata.org/entity/Q224904,Ed Arno,cultural representative
274,http://www.wikidata.org/entity/Q562214,manhwa,cultural representative
275,http://www.wikidata.org/entity/Q646420,Fayum mummy portraits,cultural representative
276,http://www.wikidata.org/entity/Q1172458,muhaddith,cultural agnostic
277,http://www.wikidata.org/entity/Q2210815,Orthodox Reformed Chorch,cultural exclusive
278,http://www.wikidata.org/entity/Q177718,sideman,cultural agnostic
279,http://www.wikidata.org/entity/Q2004963,numismatist,cultural agnostic
280,http://www.wikidata.org/entity/Q2940649,Cartoon Saloon,cultural exclusive
281,http://www.wikidata.org/entity/Q358576,Technoparade,cultural agnostic
282,http://www.wikidata.org/entity/Q31444630,Ballwil railway station,cultural exclusive
283,http://www.wikidata.org/entity/Q62982,Jacques Loeb,cultural representative
284,http://www.wikidata.org/entity/Q327591,independent politician,cultural agnostic
285,http://www.wikidata.org/entity/Q100649,blackwater river,cultural agnostic
286,http://www.wikidata.org/entity/Q701069,Hanbok,cultural representative
287,http://www.wikidata.org/entity/Q188213,state religion,cultural agnostic
288,http://www.wikidata.org/entity/Q15975772,headlinese,cultural agnostic
289,http://www.wikidata.org/entity/Q7735102,Fox Nation,cultural exclusive
290,http://www.wikidata.org/entity/Q25334,European Robin,cultural agnostic
291,http://www.wikidata.org/entity/Q938993,frivolous political party,cultural agnostic
292,http://www.wikidata.org/entity/Q2879962,baião,cultural representative
293,http://www.wikidata.org/entity/Q127990,Australian National University,cultural exclusive
294,http://www.wikidata.org/entity/Q948329,character actor,cultural agnostic
295,http://www.wikidata.org/entity/Q4878968,bed skirt,cultural agnostic
296,http://www.wikidata.org/entity/Q1361932,family film,cultural agnostic
297,http://www.wikidata.org/entity/Q639669,musician,cultural agnostic
298,http://www.wikidata.org/entity/Q616077,VJing,cultural agnostic
299,http://www.wikidata.org/entity/Q827654,lassi,cultural representative
